t_sec,x_m,y_m,theta_rad
10.338767105,0.006198871897012183,-0.0003838914183222954,-0.014820371746309591
10.348453581,0.006200772442384943,-0.0003839776002530485,-0.014825078166089524
10.358635429,0.006202748543385027,-0.0003841287257263117,-0.014829525595772724
10.368596683,0.006204649082469354,-0.00038421490461242405,-0.014834231926065245
10.37877009,0.006206625177230498,-0.0003843660269340094,-0.014838679262538098
10.388795676,0.006208525710026541,-0.00038445220277563,-0.014843385503345057
10.398690818,0.006210501798548989,-0.0003846033219457206,-0.014847832746609684
10.408718723,0.006212402325056914,-0.000384689494742977,-0.014852538897933422
10.418507696,0.006214378407340828,-0.00038484061076165274,-0.014856986047991736
10.428676186,0.006216278927560925,-0.00038492678051469184,-0.014861692109834132
10.438680771,0.006218255003606513,-0.00038507789338214794,-0.014866139166688507
10.448452407,0.006220155517538959,-0.00038516406009111884,-0.014870845139051918
10.458722398,0.0062221315873463995,-0.00038531516980746004,-0.014875292102704265
10.468662725,0.006224032094991301,-0.00038540133347253036,-0.014879997985590733
10.478567892,0.006226008158560725,-0.000385552440037901,-0.014884444856043259
10.488437383,0.006227908659918337,-0.0003856386006591662,-0.014889150649454915
10.498737781,0.006229884717249861,-0.0003857897040737156,-0.014893597426709638
10.509250555,0.006231785212320276,-0.0003858758616513503,-0.014898303130648391
10.51848249,0.0062337612634142305,-0.00038602696191516615,-0.014902749814707251
10.528516559,0.006235661752197819,-0.00038611311644930706,-0.01490745542917541
10.538576641,0.0062376377970543885,-0.0003862642135626193,-0.014911902020040748
10.548670415,0.006239538279551185,-0.00038635036505347165,-0.014916607545040416
10.558890407,0.006241514318170465,-0.00038650145901635355,-0.014921054042714212
10.568831572,0.006243414794380826,-0.0003865876074639845,-0.014925759478247435
10.578787446,0.006245390826763054,-0.00038673869827658225,-0.01493020588273176
10.58907403,0.006247291296687049,-0.00038682484368116065,-0.014934911228800717
10.598819668,0.006249267322832416,-0.0003869759313436592,-0.01493935754009778
10.608859988,0.006251167786470243,-0.00038706207370529076,-0.014944062796704509
10.619086181,0.006253143806378869,-0.00038721315821774405,-0.014948509014816399
10.629059598,0.00625504426373074,-0.0003872992975366119,-0.014953214181963147
10.639048234,0.0062570202774028345,-0.00038745037889920174,-0.014957660306891836
10.64928765,0.006258920728468989,-0.0003875365151754811,-0.014962365384580735
10.659139716,0.00626089673590478,-0.0003876875933883692,-0.014966811416328234
10.66930676,0.006262797180685322,-0.0003877737266221443,-0.014971516404561222
10.679234898,0.006264773181884928,-0.00038792480168545976,-0.014975962343129848
10.690005928,0.006266673620380096,-0.0003880109318769165,-0.014980667241909119
10.699643012,0.006268649615343713,-0.0003881620037907816,-0.01498511308730084
10.709513685,0.0062705500475537706,-0.00038824813094004066,-0.014989817896628545
10.719632528,0.006272526036281653,-0.00038839919970461373,-0.014994263648845348
10.729908457,0.006274426462206656,-0.0003884853238118258,-0.014998968368723468
10.739400714,0.006276402444698854,-0.0003886363894272306,-0.01500341402776765
10.749501366,0.006278302864339069,-0.00038872251049252334,-0.0150081186581985
10.759379365,0.006280278840595881,-0.0003888735729588802,-0.01501256422407197
10.769424139,0.006282179253951532,-0.0003889596909824005,-0.015017268765057372
10.779410359,0.006284155223973135,-0.000389110750299859,-0.015021714237762265
10.789482186,0.006286055631044381,-0.00038919686528179047,-0.015026418689304466
10.799431533,0.0062880315948309,-0.00038934792145048065,-0.015030864068842891
10.809396509,0.006289931995617888,-0.0003894340333909413,-0.015035568430944212
10.819408285,0.006291907953169527,-0.0003895850864110362,-0.015040013717318394
10.829441327,0.006293808347672572,-0.0003896711953101962,-0.015044717989980826
10.839611013,0.006295784298989491,-0.00038982224518180976,-0.0150491631831926
10.849457226,0.0062976846872086385,-0.0003899083510397674,-0.01505386736641817
10.859528703,0.006299660632291102,-0.0003900593977630256,-0.015058312466469903
10.86954674,0.006301561014226629,-0.000390145500579945,-0.015063016560260786
10.879430574,0.00630353695307475,-0.0003902965441550302,-0.015067461567154316
10.88943883,0.006305437328726834,-0.0003903826439310364,-0.015072165571512438
10.899537656,0.006307413261340835,-0.0003905336843580434,-0.015076610485249786
10.909495952,0.006309313630709717,-0.0003906197810933138,-0.015081314400177685
10.919563545,0.006311289557089776,-0.0003907708183723662,-0.0150857592207614
10.929473538,0.006313189920175545,-0.0003908569120670085,-0.015090463046260705
10.939496291,0.006315165840321792,-0.0003910079461983206,-0.01509490777369252
10.949545156,0.006317066197124712,-0.00039109403685253224,-0.01509961150976565
10.959485533,0.006319042111037316,-0.00039124506783617746,-0.015104056144047652
10.969517959,0.00632094246155755,-0.00039133115545006127,-0.015108759790696641
10.979502301,0.006322918369236782,-0.0003914821832862065,-0.015113204331831042
10.989508396,0.00632481871347447,-0.0003915682678599197,-0.015117907889057775
10.999383843,0.006326794614920438,-0.000391719292548687,-0.015122352337046698
11.009271806,0.00632869495287588,-0.0003918053740823731,-0.01512705580485374
11.019320774,0.006330670848088792,-0.00039195639562388527,-0.01513150015969895
11.029353274,0.006332571179762143,-0.0003920424741176882,-0.015136203538088035
11.039367676,0.0063345470687422726,-0.00039219349251211637,-0.015140647799791924
11.049455781,0.006336447394133741,-0.00039227956796616785,-0.015145351088765382
11.059267609,0.006338423276881185,-0.00039243058321364966,-0.015149795257330031
11.069324466,0.0063403235959909815,-0.0003925166556281075,-0.015154498456889813
11.079406876,0.0063422994725059545,-0.00039266766772875393,-0.015158942532317065
11.089290452,0.0063441997853342395,-0.00039275373710374395,-0.015163645642465313
11.099438669,0.006346175655616878,-0.0003929047460577401,-0.015168089624757578
11.109359877,0.006348075962163793,-0.0003929908123934243,-0.015172792645496657
11.119383654,0.006350051826214277,-0.0003931418182008483,-0.015177236534655813
11.129346995,0.006351952126480022,-0.00039322788149735624,-0.01518193946598743
11.139635885,0.0063539279842985685,-0.0003933788841583805,-0.015186383262015574
11.149486745,0.00635582827828344,-0.0003934649444158827,-0.015191086103942163
11.159498474,0.006357804129870207,-0.00039361594393067,-0.015195529806841461
11.169464645,0.006359704417574337,-0.0003937020011493086,-0.015200232559364956
11.179587211,0.006361680262929619,-0.00039385299751795364,-0.015204676169137534
11.189539113,0.006363580544353137,-0.0003939390516978325,-0.015209378832260152
11.199538642,0.00636555638347688,-0.0003940900449204845,-0.015213822348908095
11.209828346,0.006367456658620068,-0.00039417609606178883,-0.015218524922631775
11.219659008,0.006369432491512614,-0.0003943270861385896,-0.015222968346156902
11.229577732,0.006371332760375653,-0.00039441313424148705,-0.015227670830483743
11.239568934,0.006373308587037175,-0.00039456412117258973,-0.015232114160888497
11.249500746,0.0063752088496201965,-0.00039465016623713677,-0.015236816555820903
11.259691,0.006377184670050879,-0.00039480115002267534,-0.015241259793107174
11.269465456,0.006379084926354127,-0.0003948871920490818,-0.015245962098647071
